Offre,Type_Activite,Cluster_Adresse,Adresse,Code_Postal,Commune,Code_Insee,Latitude,Longitude,Telephone,Mail,Url,Equipement,Animal_Accepte,Groupe_Accepte,Langue,Ouverture_Annee,Reservation_Possible
L'ARCHE BRIÉRONNE,Barque/Chaland##Calèche,    Port de Bréca  ,    Port de Bréca  ,44410,SAINT-LYPHARD,44175,47.36098,-2.31348,02 40 91 33 97,sophie.nicou@wanadoo.fr,http://www.larchebrieronne.com,Aire de pique nique##Restaurant,oui,,Allemand##Anglais,,non
L'ARCHE DE NOA,Centre équestre,    14A Beausoleil  ,    14A Beausoleil  ,49330,SCEAUX-D'ANJOU,49330,47.621011,-0.60675,02 41 32 73 54,arche-de-noa@orange.fr,http://www.arche-de-noa.fr,,oui,oui,Anglais##Espagnol##Français,oui,non
L'ATELIER DE LI LI - QI-QONG SOPHROLOGIE,Activités sportives,    6 allée Jean Giraudoux  ,    6 allée Jean Giraudoux  ,72000,LE MANS,72181,48.0240606,0.21491089,06 29 53 25 16,latelierdelilisqg@gmail.com,http://www.sportspourtous.org/,,non,oui,Anglais##Français,non,non
L'ATELIER E-VELO,Loueur de vélos,"    45, Quai Gorin  ","    45, Quai Gorin  ",85800,SAINT-GILLES-CROIX-DE-VIE,85222,46.6988678,-1.9381595,02 44 36 59 16,latelierevelo@sfr.fr,https://www.latelierevelo.fr/,,,,,oui,non
"L'AZUREO, ESPACE AQUATIQUE DU PAYS DE MESLAY-GREZ",Piscine,13 Rue de la Gare      ,13 Rue de la Gare      ,53170,MESLAY-DU-MAINE,53152,47.9493447,-0.5590832,02 43 01 40 40,accueil@espace-aquatique-lazureo.com,www.espace-aquatique-lazureo.com,,non,oui,Français,oui,non
L'ECHIQUIER,Cinéma##Salle de spectacle,      LA FOURNIERE,      LA FOURNIERE,85700,POUZAUGES,85182,46.7722916,-0.8500917,02 51 61 46 10,echiquier.paysdepouzauges@wanadoo.fr,www.echiquier-paysdepouzauges.fr,Bar##Toilettes,non,oui,Français,oui,non
L'EPICERIE,Salle de spectacle,  La Source   Fontaine-Daniel,  La Source   Fontaine-Daniel,53100,SAINT-GEORGES-BUTTAVENT,53219,48.2784008,-0.6751122,02 43 04 44 07,,,Aire de pique nique##Bar##Restaurant##Toilettes,oui,oui,Anglais,oui,non
L'ILE AUX JEUX LES HERBIERS,Complexe de loisirs##Jeux pour enfants,    29B Avenue de la Tibougère  ,    29B Avenue de la Tibougère  ,85500,LES HERBIERS,85109,46.8796339,-1.0177868,02 51 65 37 25,contact@ile-aux-jeux-lesherbiers.com,http://www.ile-aux-jeux-lesherbiers.com,Bar##Toilettes,non,oui,Anglais##Espagnol##Français,oui,non
L'ILE AUX PAPILLONS,Zoo - parc animalier,    5 rue de la Fassonière  ,    5 rue de la Fassonière  ,85680,LA GUERINIERE,85106,46.97161,-2.24443,02 51 35 77 88,ile.aux.papillons@orange.fr,http://www.ile-aux-papillons.com,,,,,,non
L'ILE AUX PIRATES,Complexe de loisirs##Jeux pour enfants##Mini golf,    Boulevard de la Grande Falaise Route de Pen Bron,    Boulevard de la Grande Falaise Route de Pen Bron,44420,LA TURBALLE,44211,47.3349,-2.50171,07 82 35 16 87,ile-aux-pirates@outlook.fr,http://ile-aux-pirates.wixsite.com/ileauxpirates,Aire de pique nique,oui,,Allemand##Anglais,,non
L'ILE À VÉLO - LOCATION DE VÉLOS,Loueur de vélos,    12 rue du Boucaud  ,    12 rue du Boucaud  ,85330,NOIRMOUTIER-EN-L'ILE,85163,46.99615,-2.24767,02 51 35 97 76,lileavelo@orange.fr,http://www.lile-a-velo.com,,,,,,non
L'ILEBULLE (CENTRE AQUATIQUE DU PAYS FLECHOIS),Piscine##Plongée,Lacs de la Monnerie   Allée de la Reinière  ,Lacs de la Monnerie   Allée de la Reinière  ,72200,LA FLECHE,72154,47.70121,-0.0483679,02.43.94.00.25,contact.ilebulle@cc-paysflechois.fr,http://www.cc-paysflechois.fr,Toilettes,non,oui,Français,oui,non
L'ORANGE BLEUE,Salle de remise en forme,    Rue du Traité de Lisbonne  ,    Rue du Traité de Lisbonne  ,44210,PORNIC,44131,47.12821,-2.12762,02 40 64 43 16,pornic.jadform@gmail.com,http://www.lorangebleue.fr,,,,,,non
L'ORANGE BLEUE MON COACH SANTE,Salle de remise en forme,    12 rue Hippolyte Lecornué  ,    12 rue Hippolyte Lecornué  ,72000,LE MANS,72181,48.004805,0.1929956,09 54 49 43 09,lorangebleuesantelemans@gmail.com,http://www.lorangebleue.fr/,,,,,oui,non
L.A. KAYAK,Activités sportives,      Le Cul du Moulin - CHAMPTOCEAUX,    Le Cul du Moulin CHAMPTOCEAUX,49270,OREE D'ANJOU,49069,47.3376918,-1.2638726,06 85 39 59 42,contact@locationkayak-loire.com,http://www.locationkayak-loire.com,,oui,oui,Anglais,non,oui
LA BAULE TENNIS CLUB ,Base de paddle##Tennis,    45 avenue de l'Etoile  ,    45 avenue de l'Etoile  ,44500,LA BAULE-ESCOUBLAC,44055,47.27958,-2.36549,02 40 11 98 01,labauletennisclub@wanadoo.fr,http://labauletennisclub.free.fr,,oui,,Anglais##Espagnol,,non
LA BOITE A VELOS,Aire d'arrêt Vélo##Loueur de vélos##Réparateur de vélos,    63 Avenue Jean Jaurès Château du Loir,    63 Avenue Jean Jaurès Château du Loir,72500,MONTVAL-SUR-LOIR,72071,47.6899889,0.4154111,06 03 06 72 62,loirvelos@gmail.com,http://www.leloiravelos.com,,oui,oui,Anglais##Espagnol##Français,oui,non
LA BOURRINE A LOULOU,Bar à thème,29 chemin de la Parée Préneau      ,29 chemin de la Parée Préneau      ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7372214,-1.9852918,0251397176,,,Bar,,,,non,non
LA BÉLIÈRE LOISIRS,Complexe de loisirs##Mini golf,    1088 Avenue de la Plage  ,    1088 Avenue de la Plage  ,85440,TALMONT-SAINT-HILAIRE,85288,46.4347355,-1.6584483,07 84 22 57 30,,http://la-beliere-loisirs.com,Aire de pique nique##Restaurant##Toilettes,oui,oui,Français,non,oui
LA CASABOUBOU,Bar à thème,    Place des Halles  ,    Place des Halles  ,44210,PORNIC,44131,47.1155,-2.10528,09 51 59 57 68,lacasaboubou@gmail.com,,Bar,non,,,,non
LA CAVALERIE DES MESANGERES,Centre équestre,    LES MESANGERES Les Mésangères,    LES MESANGERES Les Mésangères,72270,MEZERAY,72195,47.84036,-0.01402,02 43 77 32 96,,,Aire de pique nique##Bar##Restaurant##Salle de réunion équipée,oui,oui,Anglais,oui,non
LA CAVE SAINT BERNARD,Bar à thème,    5 ter place de l'Eglise Madame  ,    5 ter place de l'Eglise Madame  ,44760,LES MOUTIERS-EN-RETZ,44106,47.06291,-2.00118,09 86 29 35 85,lacavesaintbernard@gmail.com,,Bar##Restaurant,oui,oui,,,non
LA CHEVALLERIE,Activités sportives,    Domaine du Gasseau  ,    Domaine du Gasseau  ,72130,SAINT-LEONARD-DES-BOIS,72294,48.3599538,-0.0787779,02 43 97 28 15,,,,oui,oui,Anglais##Français,oui,oui
LA CHEVALLERIE,Centre équestre,    Domaine du Gasseau  ,    Domaine du Gasseau  ,72130,SAINT-LEONARD-DES-BOIS,72294,48.3600665,-0.0786099,02 43 97 28 15,contact@gite-de-vandoeuvre.fr,,Aire de pique nique##Bar##Restaurant##Toilettes,oui,oui,Anglais##Français,oui,oui
LA CHEVAUCHÉE DES DUNES,Centre équestre,    avenue des épines Orouët,    avenue des épines Orouët,85160,SAINT-JEAN-DE-MONTS,85234,46.75697,-2.01153,06 87 48 12 97,lachevaucheedesdunes@hotmail.fr,http://lachevaucheedesdunes.fr,,oui,oui,Anglais,,non
LA COLLINE DES FRETTIS - L'ÉCURIE DU MARAIS,Centre équestre,      Sainte Christine,      Sainte Christine,85490,BENET,85020,46.3569648,-0.6658264,06 69 74 80 86,accueil@ecuriedumarais.com,www.ecuriedumarais.com,,,,,non,oui
LA COURSE CONTRE LA MONTRE ,Live Escape Game,      31 rue de Lorraine,      31 rue de Lorraine,85000,LA ROCHE-SUR-YON,85191,46.6684044,-1.4343022,02 51 06 16 72,lacoursecontrelamontre@gmail.com,http://www.lacoursecontrelamontre.fr,,non,oui,Français,,oui
LA CROISURE - ARTISTE TEXTILE,Activités culturelles,    18 allée des Tanneurs  ,    18 allée des Tanneurs  ,44390,NORT-SUR-ERDRE,44110,47.4425738,-1.4880193,02 51 81 53 47,croisartile@yahoo.com,http://tapisserie-miroir-chassis.com/,,,,Français,oui,oui
LA DUBE,Labyrinthe##Zoo - parc animalier,    La Dube  ,    La Dube  ,49120,CHEMILLE-EN-ANJOU,49092,47.282639,-0.840793,06 08 06 93 60,contact@ladube.com,http://www.ladube.com,Aire de pique nique##Toilettes,,oui,Anglais##Français,non,oui
LA FERME DE LA PAPINIÈRE,Zoo - parc animalier,      la papinière - la chapelle au grain,      la papinière - la chapelle au grain,53100,SAINT-GEORGES-BUTTAVENT,53219,48.278796,-0.74999,02 43 00 27 59,cdelaroque@laposte.net,http://ferme-papiniere.fr/,Aire de pique nique##Toilettes,non,oui,Français,non,oui
LA FERME DES LONGS CRINS,Calèche##Centre équestre##Halte équestre,    78 route des crèches St Florent des bois,    78 route des crèches St Florent des bois,85310,RIVES DE L'YON,85213,46.6130919,-1.3693091,06 16 36 91 06,longs.crins@gmail.com,http://fermedeslongscrins.ffe.com/,Toilettes,,oui,Anglais##Français,oui,non
LA FERME DES POMMETTES,Zoo - parc animalier,    52 route des Pommettes  ,    52 route des Pommettes  ,85160,SAINT-JEAN-DE-MONTS,85234,46.83029,-2.05046,06 84 22 88 80,,http://www.ferme-des-pommettes.com,Toilettes,,oui,,,non
LA FERME EXTRAORDINAIRE,Zoo - parc animalier,    La Sencie  ,    La Sencie  ,44480,DONGES,44052,47.34399,-2.0803,06 56 75 31 84,,http://www.lafermeextraordinaire.com,Aire de pique nique,,,,,non
LA GRANDE ROUE,,    67 esplanade de la mer  ,    67 esplanade de la mer  ,85160,SAINT-JEAN-DE-MONTS,85234,46.78138,-2.0682,,,,,,,,,non
LA GRANDE SAVANE,Loueur de vélos##Paintball,    Le Petit Mohaison  ,    le petit mohaison  ,72130,SAINT-PAUL-LE-GAULTIER,72309,48.3293807,-0.1249305,02 43 33 34 01,lagrandesavane@wanadoo.fr,http://www.lagrandesavane.free.fr,Aire de pique nique##Toilettes,oui,oui,Allemand##Anglais##Espagnol##Français,non,oui
LA GRENOUILLE BLEUE DE DAMVIX - LOCATION DE VELO,Loueur de vélos,    Place du Port  ,    Place du Port  ,85420,DAMVIX,85078,46.3140035,-0.7336548,02 51 87 14 00,barquesadamvix@orange.fr,www.lagrenouillededamvix.fr,Aire de pique nique##Bar##Toilettes,oui,oui,Français,oui,oui
LA MAISON BLEUE ANIMATIONS ,Aire de pique-nique##Barque/Chaland,    136 route du Pont de l'Ouen Le Pont de l'Ouen,    136 route du Pont de l'Ouen Le Pont de l'Ouen,44115,HAUTE-GOULAINE,44071,47.2041437,-1.3849236,02 40 54 55 50,sivom.loire.et.goulaine@orange.fr,http://www.maraisdegoulaine.fr,Aire de pique nique##Salle de réunion équipée##Toilettes,oui,oui,Français,oui,non
LA MAISON DU MARAIS,Base ou club nautique,      La Pépière,      La Pépière,85560,LONGEVILLE-SUR-MER,85127,46.4187,-1.4822409,06 86 61 14 18,communicationculturel@longevillesurmer.fr,,,,,,non,non
LA TOQUE DE MESLAY,Activités sportives,    2 lieu-dit meslay  ,    2 lieu-dit meslay  ,72610,FYE,72139,48.3320247,0.0451642,02 43 34 44 60,aurelafosse@laposte.net,http://www.la-toque-de-meslay.sitew.com,,oui,oui,Français,oui,oui
LA TOQUE DE MESLAY,Centre équestre##Halte équestre,    2 lieu dit Meslay  ,    2 lieu dit Meslay  ,72610,FYE,72139,48.3320247,0.0451642,06 85 46 09 63,aurelafosse@laposte.net,http://www.latoquedemeslay.ffe.com,Aire de pique nique##Toilettes,oui,oui,Français,oui,oui
LA TOUE DE NANTES,Aire d'arrêt Vélo##Bateaux promenade,    Canal Saint félix  ,    Canal Saint félix  ,44000,NANTES,44109,47.2152738,-1.54322,06 81 87 64 49,olivier@latouedenantes.fr,www.latouedenantes.fr/,Aire de pique nique##Bar##Toilettes,oui,oui,Anglais##Français,,non
LA TRANSVAP,Trains touristiques,      La Gare,      La Gare,72160,BEILLE,72031,48.0759324,0.48728488,02 43 89 00 37,contact@transvap.fr,http://www.transvap.fr/,Aire de pique nique##Salle de réunion équipée##Toilettes,oui,oui,Français,oui,oui
LA VALLEE DES KORRIGANS ET TEPACAP !,Aire d'arrêt Vélo##Aire de pique-nique##Base de loisirs##Cale de mise à l'eau##Complexe de loisirs##Jeux pour enfants##Lac de pêche##Lasergame##Paintball##Parc à thèmes##Parcours dans les arbres##Ponton##Tennis,    Pôle de Loisirs du Lac Route du Lac,Route du lac   Pôle de Loisirs du Lac  ,44260,SAVENAY,44195,47.2327,-0.3351,02 40 58 30 30,contact@lvdk.fr,http://www.lavalleedeskorrigans.fr,Aire de pique nique##Bar##Défibrillateur##Restaurant##Salle de réunion équipée##Toilettes,non,oui,Anglais##Espagnol##Français,non,oui
LABYRINTHE DE MAIS,Aire de pique-nique##Jeux pour enfants##Labyrinthe##Parc à thèmes,    Beau Chêne  ,    Beau Chêne  ,72140,SAINT-REMY-DE-SILLE,72315,48.1801323,-0.0915367,,,https://www.lelabymais.com/,Aire de pique nique##Toilettes,oui,oui,Anglais##Français,non,non
LABYRINTHE DE MAÏS AUX JARDINS DES RENAUDIES,Activités sportives,    Les Mézerais  ,    Les Mézerais  ,53120,COLOMBIERS-DU-PLESSIS,53071,48.3751235,-0.8679132,02 43 08 02 08,contact@jardinsdesrenaudies.fr,http://www.jardinsdesrenaudies.fr,,oui,oui,Anglais##Français,non,oui
LABYRINTHE EN DÉLIRE,Labyrinthe,    Rue du Port de la Guittière  ,    Rue du Port de la Guittière  ,85440,TALMONT-SAINT-HILAIRE,85288,46.4543802,-1.6206317,06 14 12 74 33,contact@labyrinthe-en-delire.com,http://labyrinthe-en-delire.com,Aire de pique nique##Bar##Restaurant##Toilettes,oui,oui,Anglais##Français,non,oui
LABYRINTHE VENDÉE VALLÉE,Labyrinthe,      route de la verrie,      route de la verrie,85250,VENDRENNES,85301,46.8256078,-1.1088889,06 77 17 48 31,thelabyrinthe85@gmail.com,http://www.labyrinthevendeevallee.com,Aire de pique nique##Bar##Prise électrique##Toilettes,oui,oui,Français,non,non
LAC DE CHASSENON - ESPACE DE LOISIRS,Base de loisirs##Cale de mise à l'eau##Jeux pour enfants##Lac de pêche##Plage surveillée##Ponton,  Prairie de l'Aiguille Route de Parthenay Chassenon Bourg,  Prairie de l'Aiguille Route de Parthenay Chassenon Bourg,85240,XANTON-CHASSENON,85306,46.476332,-0.707072,02 51 50 48 80,,www.cc-vsa.com,Aire de pique nique##Bar##Toilettes,non,oui,Anglais,non,non
LASER GAME EVOLUTION,Lasergame,    ZAC DU CORMIER  ,    ZAC DU CORMIER  ,72230,MULSANNE,72213,47.9405594,0.23050493,02 43 86 20 00,le_mans@lasergame-evolution.com,http://www.lasergame-evolution.com/fr/Le_Mans,Bar,non,oui,Allemand##Anglais##Espagnol##Français,oui,oui
LASER GAME EXTERIEUR DE SILLE LE GUILLAUME,Activités sportives,    Sillé Plage  ,Sillé Plage      ,72140,SILLE-LE-GUILLAUME,72334,48.2136211,-0.131801,06 70 00 01 73,https://www.tyros72.com,,,oui,oui,Anglais##Français,non,oui
LASERGAME - TEPACAP VENDEE,Activités sportives,      La Tricherie,      La Tricherie,85500,MESNARD-LA-BAROTIERE,85144,46.8542569,-1.117859,,contact@tepacapvendee.com,,,non,oui,Anglais##Espagnol##Français,oui,non
LE CARROUSEL BAULOIS,Jeux pour enfants,    Esplanade François André  ,    Esplanade François André  ,44500,LA BAULE-ESCOUBLAC,44055,47.28119,-2.40421,,,,,,,,,non
LE CHESN'ART,Activités culturelles,  Atelier d'Art 1 impasse du Chesnay  ,  Atelier d'Art 1 impasse du Chesnay  ,72610,ANCINNES,72005,48.365756,0.1749266,02 33 26 86 61,mffoissel@aol.com,http://www.gitelechesnart.sitew.com,,oui,oui,Anglais##Espagnol##Français,oui,oui
LE DOMAINE DES ÉCUYERS,Centre équestre##Halte équestre,    La Maillardière  ,    La Maillardière  ,53600,SAINTE-GEMMES-LE-ROBERT,53218,48.205089,-0.374702,02 43 02 59 94,contact@domaine-ecuyer.com,http://www.domaine-ecuyer.com/,Aire de pique nique##Bar##Toilettes,non,oui,Anglais##Espagnol##Français,oui,oui
LE GOUT DU CYCLE,Loueur de vélos,    1 avenue de l'Océan  ,    1 avenue de l'Océan  ,85360,LA TRANCHE-SUR-MER,85294,46.3485776,-1.4064492,02 44 39 15 09,legoutducycle@hotmail.com,http://www.legoutducycle.com ,,,,Français,,non
LE GRAND DEFI,Base de loisirs##Disc Golf##Lasergame##Paintball##Parc à thèmes##Parcours dans les arbres,    40 rue de l'Etoile  ,    40 rue de l'Etoile  ,85150,SAINT-JULIEN-DES-LANDES,85236,46.6456913,-1.7150622,02 51 98 79 02,,http://www.grand-defi.com,Aire de pique nique##Toilettes,oui,oui,Anglais##Français,non,oui
LE JARDIN DES KANGOUROUS,Zoo - parc animalier,    Route de Savennières D311,    Route de Savennières D311,49170,LA POSSONNIERE,49247,47.3898972,-0.7089485,02 41 72 65 50,contact@lejardindeskangourous.com,http://www.lejardindeskangourous.com,Bar##Prise électrique##Salle de projection##Toilettes,non,oui,Anglais##Espagnol##Français,non,non
LE MANS DRIVER : ECOLE DE PILOTAGE AUTO ET MOTO - BAPTÊMES ET STAGES DE PILOTAGE,Activités sportives,Automobile Club de l'Ouest CS21928   Circuit des 24 Heures du Mans,Automobile Club de l'Ouest CS21928   Circuit des 24 Heures du Mans,72100,LE MANS,72181,47.9499365,0.20827357,02 43 40 24 30,lemansdriver@lemans.org,www.lemansdriver.fr,,non,oui,Anglais##Espagnol##Français,oui,oui
LE MANS KARTING INTERNATIONAL,Karting,    route du Chemin aux Boeufs  ,    route du Chemin aux Boeufs  ,72100,LE MANS,72181,47.938754,0.21033075,02 43 40 21 40,lemanskarting@lemans.org,www.lemans-karting.com,Bar##Restaurant##Salle de réunion équipée##Toilettes,oui,oui,Anglais##Français,oui,oui
LE MANÈGE - LA BAULE PARK,Jeux pour enfants,    Parking du Bois des Aulnes  ,    Parking du Bois des Aulnes  ,44500,LA BAULE-ESCOUBLAC,44055,47.28255,-2.39324,,,http://www.labaulepark.com,,,,,,non
LE MUSEOTRAIN DE SEMUR-EN-VALLON,Trains touristiques,      La Gare,La Gare      ,72390,SEMUR-EN-VALLON,72333,48.0169093,0.65556505,02 43 93 67 86,ccfsv333@gmail.com,http://www.lepetittraindesemur.com/,Aire de pique nique##Toilettes,oui,oui,Français,non,oui
LE NID,Bar à thème##Discothèque bar de nuit##Observatoire##Salle de spectacle,  Tour Bretagne Place de Bretagne 32e étage,  Tour Bretagne Place de Bretagne 32e étage,44000,NANTES,44109,47.2179146,-1.5585241,02 40 20 45 94,contact@lenidnantes.com,https://www.facebook.com/LeNidNantes?ref=hl,Bar##Salle de réunion équipée##Toilettes,non,oui,Anglais##Français,oui,non
LE PARC DU PLESSIS,Parc à thèmes,      Le Plessis,Le Plessis      ,44110,SAINT-AUBIN-DES-CHATEAUX,44153,47.7242593,-1.4815711,06 86 91 95 79,prime.environnement@gmail.com,,,,,,oui,non
LE PASSAGE DE LA VENISE VERTE,Barque/Chaland,  La vieille Vaigue D25 bis  ,  La vieille Vaigue D25 bis  ,85420,MAILLE,85132,46.3369141,-0.8252781,02 51 00 62 61,lepassage85420@orange.fr,http://www.bateaux-balades-marais-poitevin.com,Bar##Toilettes,,,Français,non,oui
LE PASSEUR DE LOIRE,Bateaux promenade,    Le Port  ,      Le port,49170,LA POSSONNIERE,49247,47.3715793,-0.6844644,02 41 78 26 21,contact@loire-layon-tourisme.com,,Aire de pique nique##Restaurant,non,oui,Anglais##Français,non,non
LE PAX,Cinéma##Salle de spectacle,    14 rue du bourg Joly  ,    14 rue du bourg Joly  ,49125,TIERCE,49347,47.614268,-0.4639879,06 40 17 29 88,resa-spectacle@mairietierce.fr,http://cinemapaxtiercefr.wix.com/cinemapaxtierce,Salle de projection,,,,non,oui
LE PETIT ATELIER - LOISIRS CRÉATIFS,,    108 avenue du Général de Gaulle  ,    108 avenue du Général de Gaulle  ,44500,LA BAULE-ESCOUBLAC,44055,47.28687,-2.39053,07 69 43 06 25,alatelier.43@gmail.com,http://www.facebook.com/lepetitatelierlabaule,,,,Anglais,,non
LE PETIT TRAIN DE SAINT JEAN DE MONTS,Formules itinérantes,       ,       ,85160,SAINT-JEAN-DE-MONTS,85234,46.79346,-2.06179,06 87 14 52 60,contact@lepetittrain-saintjeandemonts.com,http://www.lepetittrain-saintjeandemonts.com,,oui,oui,,,non
LE PETIT TRAIN DU MANS,Trains touristiques,    Place du Jet d'eau  ,    Place du Jet d'eau  ,72000,LE MANS,72181,48.0085324,0.19889617,06 63 18 45 68,resa.tga@gmail.com,http://www.petits-trains-val-de-loire.fr/visiter-le-mans/,,oui,oui,Allemand##Anglais##Chinois##Espagnol##Français##Italien##Néerlandais##Russe,non,oui
LE QUAI VERT,Aire d'arrêt Vélo##Aire de pique-nique##Bar à thème##Base de loisirs##Base de paddle##Base ou club nautique##Lac de pêche##Loueur de vélos##Ponton##Salle de spectacle,    Route des Carris Le Migron,    Route des Carris Le Migron,44320,FROSSAY,44061,47.2587805,-1.9157721,02 28 53 51 62,contact@quai-vert.com,http://www.quai-vert.com,Aire de pique nique##Bar##Salle de réunion équipée##Toilettes,non,oui,Anglais##Espagnol,oui,non
LE QUAI VERT - CLUB NATURE,Activités culturelles,    Route des Carris Le Migron,    Route des Carris Le Migron,44320,FROSSAY,44061,47.2587805,-1.9156005,02 28 53 51 62,contact@quai-vert.com,http://www.quai-vert.com,,non,,Anglais##Espagnol##Français,non,oui
LE QUAI VERT - LOCATION DE CANOË KAYAK,Activités sportives,    Route des Carris Le Migron,    Route des Carris Le Migron,44320,FROSSAY,44061,47.2587659,-1.915579,02 28 53 51 62,contact@quai-vert.com,http://www.quai-vert.com,,non,oui,Anglais##Espagnol##Français,non,oui
LE QUAI VERT - LOCATION DE PEDALOS,Activités sportives,    Route des Carris Le Migron,    Route des Carris Le Migron,44320,FROSSAY,44061,47.2587513,-1.9155576,02 28 53 51 62,,http://www.quai-vert.com,,,oui,Anglais##Espagnol##Français,oui,oui
LE QUAI VERT - LOCATION DE STAND-UP PADDLE,Activités sportives,    Route des Carris Le Migron,    Route des Carris Le Migron,44320,FROSSAY,44061,47.2588,-1.91558,02 28 53 51 62,contact@quai-vert.com,http://www.quai-vert.com,,non,non,Anglais##Espagnol##Français,non,non
LE QUAI VERT - LOCATION DE VÉLO,Activités sportives,    Route des Carris Le Migron,    Route des Carris Le Migron,44320,FROSSAY,44061,47.275733,-2.2034889,02 28 53 51 62,,http://www.quai-vert.com,,non,oui,Anglais##Espagnol##Français,oui,oui
LE REFUGE DE L'ARCHE,Zoo - parc animalier,    13 T rue Félix Marchand SAINT-FORT,    13 T rue Félix Marchand SAINT-FORT,53200,CHATEAU-GONTIER,53062,47.8143808,-0.7003205,02 43 07 24 38,info@refuge-arche.org,http://www.refuge-arche.org,Aire de pique nique##Bar##Toilettes,non,oui,Anglais##Français,oui,oui
LE RELAIS DES ANES,Zoo - parc animalier,    Le Villeneuve  ,    Le Villeneuve  ,85220,COMMEQUIERS,85071,46.7517872,-1.8698253,07 61 45 04 74,info@lerelaisdesanes.fr,http://www.lerelaisdesanes.fr,,,,,,non
LE SPOT INDOOR - LE MANS,Skatepark,  Skatepark Indoor Rue Louis Harel de la Noë  ,  Skatepark Indoor Rue Louis Harel de la Noë  ,72000,LE MANS,72181,48.0166725,0.14957033,02 43 14 58 70,skateparklespot@hotmail.fr,www.lespot.fr,,non,oui,,oui,non
LE THEATRE DE VERRE,Activités culturelles,    27 rue Charles de Gaulle  ,    27 rue Charles de Gaulle  ,44110,CHATEAUBRIANT,44036,47.718359,-1.3737241,02 40 81 19 99,tdv.billetterie@ville-chateaubriant.fr,,,non,,,non,oui
LE THÉÂTRE DE THALIE,Salle de spectacle,    Esplanade de Verdun  ,    Esplanade de Verdun  ,85600,MONTAIGU,85146,46.9817376,-1.3075003,02 51 46 44 44,culture@terresdemontaigu.fr,http://thalie.terresdemontaigu.fr,Bar##Toilettes,non,oui,Français,oui,oui
LE VÉLO BAR,Réparateur de vélos,    69 Rue Bressigny  ,    69 Rue Bressigny  ,49100,ANGERS,49007,47.46682,-0.54828,02 41 86 35 94,le-velo-bar@orange.fr,http://www.levelobar.com,,oui,oui,Anglais##Français,,non
LEGENDIA PARC,Parc à thèmes##Zoo - parc animalier,    La Poitevinière  ,    La Poitevinière  ,44320,FROSSAY,44061,47.2204363,-1.9715986,02 40 39 75 06,contact@legendiaparc.com,http://www.legendiaparc.com/,Aire de pique nique##Restaurant##Toilettes,non,oui,Anglais##Français,non,oui
LES ANES DU BIAU CHEMIN,Formules itinérantes,    Gaec du Biaù chemin des Landes 5 les vigneaux,    Gaec du Biaù chemin des Landes 5 les vigneaux,44390,NORT-SUR-ERDRE,44110,47.479375,-1.512605,06 16 14 43 77,lesanesdubiauchemin@free.fr,,,non,oui,Français,,oui
LES CANOËS DU JAUNAY,Base ou club nautique,      LA BAUDRIERE,      La Baudrière,85150,SAINT-JULIEN-DES-LANDES,85236,46.6608466,-1.7502915,02 51 34 64 72,contact@campingpinparasol.fr,http://canoe-jaunay.fr/,Aire de pique nique##Restaurant,,,Anglais##Français,non,oui
LES DOMAINES DE L'ANE,Formules itinérantes,    15 Route d'Assé  ,    15 Route d'Assé  ,72130,GESNES-LE-GANDELIN,72141,48.354502,0.01463,02 33 82 09 68,contact@lesdomainesdelane.fr,http://www.lesdomainesdelane.fr,,oui,oui,Anglais##Français,oui,oui
LES ECURIES DE LA SAUZAIE,Centre équestre,    174 Rue de la Grande Sauzaie  ,    174 Rue de la Grande Sauzaie  ,85470,BRETIGNOLLES-SUR-MER,85035,46.6539642,-1.8959514,02 51 33 80 80,lesecuriesdelasauzaie@gmail.com,,,,,,oui,non
LES ECURIES DE SAINT BREVIN,Centre équestre,    7 Allée Joëlle Quartier de l'Ermitage,    7 Allée Joëlle Quartier de l'Ermitage,44250,SAINT-BREVIN-LES-PINS,44154,47.2089477,-2.1507007,02 40 27 96 27,contact@ecuries-st-brevin.com,http://www.ecuries-st-brevin.com/,Toilettes,oui,oui,Anglais##Espagnol,oui,non
LES ECURIES DU NIRO - LA BAULE (LES GRANDS PARCS),Centre équestre,    28 chemin des Grands Parcs Route de l'Immaculée,    28 chemin des Grands Parcs Route de l'Immaculée,44500,LA BAULE-ESCOUBLAC,44055,47.28322,-2.31587,06 38 67 92 81,nol.robic@orange.fr,http://www.ecuriesduniro.com,Aire de pique nique,oui,,Allemand##Anglais,,non
LES P'TITS MOUSSES - BATEAUX ÉLECTRIQUES - KAYAKS - PADDLES - PEDAL'EAU,Activités sportives,    Avenue de la Cour St Laud  ,    Avenue de la Cour St Laud  ,85800,SAINT-GILLES-CROIX-DE-VIE,85222,46.6913365,-1.9327809,06.84.92.89.97,eurocarwash@wanadoo.fr,http://les-ptits-mousses.fr,,oui,oui,Anglais##Français,non,non
LES P'TITS MOUSSES - BATEAUX ÉLECTRIQUES - KAYAKS - PADDLES - PEDAL'EAU,Base de paddle##Bateaux promenade##Jeux pour enfants##Manège pour enfant##Ponton,    Avenue de la Cour St Laud  ,    Avenue de la Cour St Laud  ,85800,SAINT-GILLES-CROIX-DE-VIE,85222,46.6913099,-1.932785,06.84.92.89.97,eurocarwash@wanadoo.fr,http://les-ptits-mousses.fr,,oui,oui,Anglais##Français,non,non
